"행정구역별","산업별","대표자연령대",2012,2013,2014,2015,2016,2017,2018,2019,2020
"부산","건설업(41~42)","29세 이하",72,64,71,81,105,121,137,143,191
"부산","건설업(41~42)","30~39세",739,581,695,738,810,846,756,693,843
"부산","건설업(41~42)","40~49세",2376,2427,2553,2469,2583,2678,2520,2448,2410
"부산","건설업(41~42)","50~59세",2828,3116,3221,3356,3441,3499,3605,3571,3633
"부산","건설업(41~42)","60세 이상",1088,1163,1422,1601,1753,1675,1985,2188,2503
"부산","도매 및 소매업(45~47)","계",77612,77694,79697,80017,80241,80645,80557,79464,81340
"부산","도매 및 소매업(45~47)","29세 이하",1788,1755,1974,1898,2045,2275,2159,2133,2606
"부산","도매 및 소매업(45~47)","30~39세",11651,9924,10866,11247,11703,11537,10911,10041,10815
"부산","도매 및 소매업(45~47)","40~49세",21779,22734,22874,21778,21966,21956,21873,22764,21225
"부산","도매 및 소매업(45~47)","50~59세",25531,26208,26088,25676,25487,25189,25011,24322,24718
"부산","도매 및 소매업(45~47)","60세 이상",16863,17073,17895,19418,19040,19688,20603,20204,21976
"부산","운수 및 창고업(49~52)","계",28018,28110,27966,28255,27880,27227,26904,26955,28343
"부산","운수 및 창고업(49~52)","29세 이하",108,110,116,105,109,112,151,158,292
"부산","운수 및 창고업(49~52)","30~39세",1171,1136,996,1426,866,876,995,1753,1144
"부산","운수 및 창고업(49~52)","40~49세",3822,3570,3423,3275,2884,2926,2887,2906,3265
"부산","운수 및 창고업(49~52)","50~59세",11497,10891,10187,9573,8069,7957,7416,6567,6731
"부산","운수 및 창고업(49~52)","60세 이상",11420,12403,13244,13876,15952,15356,15455,15571,16911
"부산","숙박 및 음식점업(55~56)","계",49193,49480,49768,49347,50578,51352,52240,53391,55802
"부산","숙박 및 음식점업(55~56)","29세 이하",1583,1527,1819,1787,2055,2419,2400,2448,3336
"부산","숙박 및 음식점업(55~56)","30~39세",7328,6062,6720,7546,8063,8535,8783,8805,9772
"부산","숙박 및 음식점업(55~56)","40~49세",12882,11623,11724,11704,12000,12223,12396,13599,12932
"부산","숙박 및 음식점업(55~56)","50~59세",18961,21750,20249,17962,17994,17182,16911,15935,16360
"부산","숙박 및 음식점업(55~56)","60세 이상",8439,8518,9256,10348,10466,10993,11750,12604,13402
"부산","정보통신업(58~63)","계",1435,1548,1658,1679,1780,1796,1892,1942,2076
"부산","정보통신업(58~63)","29세 이하",39,49,69,40,71,67,92,73,112
"부산","정보통신업(58~63)","30~39세",325,286,356,307,336,334,306,298,354
"부산","정보통신업(58~63)","40~49세",505,615,590,632,678,714,747,730,707
"부산","정보통신업(58~63)","50~59세",441,475,491,528,530,521,555,624,661
"부산","정보통신업(58~63)","60세 이상",125,123,152,172,165,160,192,217,242
"부산","금융 및 보험업(64~66)","계",3338,3267,3215,3222,3270,3301,3302,3241,3171
"부산","금융 및 보험업(64~66)","29세 이하",36,33,34,15,19,25,23,30,39
"부산","금융 및 보험업(64~66)","30~39세",356,311,304,246,277,287,251,227,183
"부산","금융 및 보험업(64~66)","40~49세",1272,1192,1099,969,949,984,1017,1022,851
"부산","금융 및 보험업(64~66)","50~59세",1147,1244,1292,1490,1526,1526,1468,1506,1414
"부산","금융 및 보험업(64~66)","60세 이상",527,487,486,502,499,479,543,456,684
"부산","부동산업(68)","계",8201,8479,9172,9422,10599,11388,11751,12303,12988
"부산","부동산업(68)","29세 이하",59,59,73,59,76,95,104,108,148
"부산","부동산업(68)","30~39세",543,458,520,523,613,732,847,793,918
"부산","부동산업(68)","40~49세",2029,1853,2100,2129,2424,2504,2548,3168,2758
"부산","부동산업(68)","50~59세",3045,3511,3601,3521,3997,4206,4241,4289,4365
"부산","부동산업(68)","60세 이상",2525,2598,2878,3190,3489,3851,4011,3945,4799
"부산","전문, 과학 및 기술 서비스업(70~73)","계",5460,5725,6215,6564,6729,6825,7319,7487,7981
"부산","전문, 과학 및 기술 서비스업(70~73)","29세 이하",69,58,91,73,85,93,91,119,171
"부산","전문, 과학 및 기술 서비스업(70~73)","30~39세",861,718,842,873,953,975,1134,938,1123
"부산","전문, 과학 및 기술 서비스업(70~73)","40~49세",1767,1970,2049,2114,2160,2105,2181,2235,2257
"부산","전문, 과학 및 기술 서비스업(70~73)","50~59세",1665,1818,1947,2055,2100,2158,2210,2290,2373
"부산","전문, 과학 및 기술 서비스업(70~73)","60세 이상",1098,1161,1286,1449,1431,1494,1703,1905,2057
"부산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",4647,4781,5104,5017,5208,5240,5325,5274,5411
"부산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",76,74,75,66,81,97,91,81,146
"부산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",727,621,672,605,674,678,653,609,655
"부산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",1416,1451,1591,1469,1531,1502,1603,1794,1591
"부산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",1376,1582,1599,1575,1624,1654,1661,1759,1753
"부산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",1052,1053,1167,1302,1298,1309,1317,1031,1266
"부산","공공행정, 국방 및 사회보장 행정(84)","계",663,674,672,702,704,705,708,703,691
"부산","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,-,-,-,-,-,-,1
"부산","공공행정, 국방 및 사회보장 행정(84)","30~39세",5,5,5,6,4,6,5,4,4
"부산","공공행정, 국방 및 사회보장 행정(84)","40~49세",75,66,79,61,51,51,69,92,53
"부산","공공행정, 국방 및 사회보장 행정(84)","50~59세",555,567,544,560,584,585,597,590,595
"부산","공공행정, 국방 및 사회보장 행정(84)","60세 이상",28,36,44,75,65,63,37,17,38
"부산","교육 서비스업(85)","계",11802,11799,11817,11748,12077,12282,12549,12792,12636
"부산","교육 서비스업(85)","29세 이하",319,327,320,307,354,398,340,312,389
"부산","교육 서비스업(85)","30~39세",3216,2690,2573,2524,2637,2607,2517,2295,2424
"부산","교육 서비스업(85)","40~49세",4693,5104,5050,4758,4881,4813,5006,4972,4696
"부산","교육 서비스업(85)","50~59세",2564,2617,2766,2946,3039,3336,3465,3950,3644
"부산","교육 서비스업(85)","60세 이상",1010,1061,1108,1213,1166,1128,1221,1263,1483
"부산","보건업 및 사회복지 서비스업(86~87)","계",7580,7892,8204,8157,8765,9147,9246,9667,9623
"부산","보건업 및 사회복지 서비스업(86~87)","29세 이하",29,36,50,29,33,48,45,39,48
"부산","보건업 및 사회복지 서비스업(86~87)","30~39세",1205,1026,1021,987,1077,1157,850,827,858
"부산","보건업 및 사회복지 서비스업(86~87)","40~49세",3071,3187,3130,2881,3031,3180,3186,3077,2767
"부산","보건업 및 사회복지 서비스업(86~87)","50~59세",2152,2464,2681,2784,3039,3149,3398,3626,3551
"부산","보건업 및 사회복지 서비스업(86~87)","60세 이상",1123,1179,1322,1476,1585,1613,1767,2098,2399
"부산","예술, 스포츠 및 여가관련 서비스업(90~91)","계",6848,6672,6599,6271,6819,7228,7261,7239,7117
"부산","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",207,198,224,183,210,256,205,233,284
"부산","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",1334,1192,1179,1082,1262,1413,1447,1207,1222
"부산","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1950,1814,1734,1583,1733,1765,1783,1919,1786
"부산","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",2419,2493,2426,2283,2385,2342,2324,2211,2148
"부산","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",938,975,1036,1140,1229,1452,1502,1669,1677
"부산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",28775,28836,28715,28179,28359,29027,29539,29572,29761
"부산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",443,438,479,450,547,645,712,744,994
"부산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",3691,3240,3220,3153,3436,3510,3663,3255,3605
"부산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",7062,7329,7177,6710,6796,6821,7094,9538,8314
"부산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",10243,10238,9846,9246,9007,8975,8908,9013,8703
"부산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",7336,7591,7993,8620,8573,9076,9162,7022,8145
"대구","전체 산업","계",192599,195716,198762,200069,205318,209376,210547,210944,214909
"대구","전체 산업","29세 이하",3873,3438,4243,4104,4802,5400,5528,5544,7199
"대구","전체 산업","30~39세",28986,23582,24184,25253,27248,27817,27153,27234,27257
"대구","전체 산업","40~49세",61685,61639,60705,58937,60336,60470,58266,59165,56359
"대구","전체 산업","50~59세",65218,73013,72468,70867,71513,71624,72564,72836,71845
"대구","전체 산업","60세 이상",32837,34044,37162,40908,41419,44065,47036,46165,52249
"대구","농업, 임업 및 어업(01~03)","계",10,13,20,22,16,15,18,22,31
"대구","농업, 임업 및 어업(01~03)","29세 이하",-,-,-,-,-,1,-,-,-
"대구","농업, 임업 및 어업(01~03)","30~39세",1,-,2,1,-,-,-,-,2
"대구","농업, 임업 및 어업(01~03)","40~49세",2,2,5,4,3,4,4,3,5
"대구","농업, 임업 및 어업(01~03)","50~59세",6,9,9,12,8,6,9,12,12
"대구","농업, 임업 및 어업(01~03)","60세 이상",1,2,4,5,5,4,5,7,12
"대구","광업(05~08)","계",10,10,11,8,9,8,6,6,7
"대구","광업(05~08)","29세 이하",-,-,-,-,-,-,-,-,-
"대구","광업(05~08)","30~39세",1,-,-,-,-,-,-,-,-
"대구","광업(05~08)","40~49세",2,1,1,1,1,1,1,2,1
"대구","광업(05~08)","50~59세",4,6,4,2,3,2,2,1,2
"대구","광업(05~08)","60세 이상",3,3,6,5,5,5,3,3,4
"대구","제조업(10~34)","계",25603,25932,26574,27551,27511,27387,26961,26600,27088
"대구","제조업(10~34)","29세 이하",225,236,301,292,318,351,307,339,450
"대구","제조업(10~34)","30~39세",2359,1801,1964,2112,2206,2223,1957,1873,2075
"대구","제조업(10~34)","40~49세",8954,8101,7951,7891,7917,7773,6809,6346,6094
"대구","제조업(10~34)","50~59세",10338,11794,11882,11978,11897,11688,11731,11388,10842
"대구","제조업(10~34)","60세 이상",3727,4000,4476,5278,5173,5352,6157,6654,7627
"대구","전기, 가스, 증기 및 공기조절 공급업(35)","계",30,32,44,45,53,60,77,104,128
"대구","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-,-,-,2,4
"대구","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",-,-,1,2,2,6,6,6,7
"대구","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",11,9,11,7,7,6,12,19,22
"대구","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",12,17,21,24,29,31,30,43,45
"대구","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",7,6,11,12,15,17,29,34,50
"대구","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",285,294,321,322,332,329,341,365,362
"대구","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",2,3,4,4,3,4,3,2,3
"대구","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",23,12,16,19,16,17,13,23,28
"대구","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",78,74,77,67,75,70,72,77,61
"대구","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",121,131,133,122,136,142,139,145,145
"대구","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",61,74,91,110,102,96,114,118,125
"대구","건설업(41~42)","계",5390,5796,6196,6481,6734,6748,6795,6772,7231
"대구","건설업(41~42)","29세 이하",44,36,66,70,75,75,79,90,126
"대구","건설업(41~42)","30~39세",520,392,460,500,506,530,473,466,551
"대구","건설업(41~42)","40~49세",2105,2196,2294,2262,2376,2353,2195,1962,1948
"대구","건설업(41~42)","50~59세",2105,2492,2546,2688,2749,2797,2891,2883,3040
"대구","건설업(41~42)","60세 이상",616,680,830,961,1028,993,1157,1371,1566
"대구","도매 및 소매업(45~47)","계",51908,52688,53760,54072,55387,55729,55470,54735,55527
"대구","도매 및 소매업(45~47)","29세 이하",1208,1102,1376,1299,1469,1531,1481,1554,1907
"대구","도매 및 소매업(45~47)","30~39세",9347,7374,7941,8129,8934,8873,8119,7543,7936
"대구","도매 및 소매업(45~47)","40~49세",17332,18594,18253,17410,17988,17956,17509,17101,16042
"대구","도매 및 소매업(45~47)","50~59세",15333,16890,16919,16990,17118,17267,17546,17704,17818
"대구","도매 및 소매업(45~47)","60세 이상",8688,8728,9271,10244,9878,10102,10815,10833,11824
"대구","운수 및 창고업(49~52)","계",19349,19930,20181,19737,19704,21171,21094,21059,21090
"대구","운수 및 창고업(49~52)","29세 이하",79,84,106,107,106,154,575,203,305
"대구","운수 및 창고업(49~52)","30~39세",963,1501,983,1195,828,1006,1409,3101,1378
"대구","운수 및 창고업(49~52)","40~49세",3235,3243,3231,3140,2966,3310,2788,2995,3172
"대구","운수 및 창고업(49~52)","50~59세",8023,7462,7570,7200,6875,6758,6459,6149,5745
"대구","운수 및 창고업(49~52)","60세 이상",7049,7640,8291,8095,8929,9943,9863,8611,10490
"대구","숙박 및 음식점업(55~56)","계",32223,32466,32415,32566,33787,34435,35154,35707,37259
"대구","숙박 및 음식점업(55~56)","29세 이하",1196,999,1248,1310,1541,1801,1677,1910,2545
"대구","숙박 및 음식점업(55~56)","30~39세",5379,3936,4448,5206,5825,6133,6264,6243,6838
"대구","숙박 및 음식점업(55~56)","40~49세",10218,8873,8789,9189,9435,9445,9249,9356,9150
"대구","숙박 및 음식점업(55~56)","50~59세",11280,14567,13510,11648,11792,11480,11743,11349,11532
"대구","숙박 및 음식점업(55~56)","60세 이상",4150,4091,4420,5213,5194,5576,6221,6849,7194
"대구","정보통신업(58~63)","계",1031,1064,1173,1239,1272,1274,1254,1284,1362
"대구","정보통신업(58~63)","29세 이하",16,11,33,30,35,36,37,56,76
"대구","정보통신업(58~63)","30~39세",212,164,220,224,241,220,198,182,204
"대구","정보통신업(58~63)","40~49세",390,474,470,477,498,511,508,465,470
"대구","정보통신업(58~63)","50~59세",327,341,357,411,409,407,387,440,460
"대구","정보통신업(58~63)","60세 이상",86,74,93,97,89,100,124,141,152
"대구","금융 및 보험업(64~66)","계",2220,2225,2183,2186,2226,2252,2185,2176,2099
"대구","금융 및 보험업(64~66)","29세 이하",28,16,21,7,7,6,11,16,14
"대구","금융 및 보험업(64~66)","30~39세",238,227,197,149,152,163,157,176,168
"대구","금융 및 보험업(64~66)","40~49세",821,762,722,638,635,633,608,626,483
"대구","금융 및 보험업(64~66)","50~59세",784,880,900,1029,1086,1110,1021,1081,988
"대구","금융 및 보험업(64~66)","60세 이상",349,340,343,363,346,340,388,277,446
"대구","부동산업(68)","계",4874,5092,5535,5861,6440,6827,7243,7699,8212
"대구","부동산업(68)","29세 이하",26,25,29,38,51,53,57,63,76
"대구","부동산업(68)","30~39세",335,244,290,288,377,392,476,415,492
"대구","부동산업(68)","40~49세",1440,1318,1424,1560,1761,1700,1791,1965,1907
"대구","부동산업(68)","50~59세",1867,2268,2366,2402,2596,2772,2861,3081,3203
"대구","부동산업(68)","60세 이상",1206,1237,1426,1573,1655,1910,2058,2175,2534
"대구","전문, 과학 및 기술 서비스업(70~73)","계",3943,4067,4346,4551,4638,4636,4839,4930,5203
"대구","전문, 과학 및 기술 서비스업(70~73)","29세 이하",38,32,64,54,63,62,60,84,129
"대구","전문, 과학 및 기술 서비스업(70~73)","30~39세",634,499,523,505,548,540,594,527,611
"대구","전문, 과학 및 기술 서비스업(70~73)","40~49세",1403,1508,1595,1627,1598,1538,1494,1498,1513
"대구","전문, 과학 및 기술 서비스업(70~73)","50~59세",1156,1306,1372,1467,1499,1522,1624,1579,1618
"대구","전문, 과학 및 기술 서비스업(70~73)","60세 이상",712,722,792,898,930,974,1067,1242,1332
"대구","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2675,2748,2887,2940,2975,2979,3029,3052,3140
"대구","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",43,38,57,34,52,66,66,78,96
"대구","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",505,405,465,410,409,400,371,329,369
"대구","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",1006,1030,1008,1014,1011,999,1022,969,927
