행정구역별,산업별,대표자성별,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년,2020년
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,3388,3368,3442,3535,3526,3581,3608,3655,3624,3526,3859,4145,4304,4445,4332
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,1947,1943,1992,2017,2022,2061,2076,2132,2097,2067,2255,2434,2494,2565,2537
전남,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,1441,1425,1450,1518,1504,1520,1532,1523,1527,1459,1604,1711,1810,1880,1795
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,15684,15769,15807,15777,15825,16021,16498,16708,16706,17031,17218,17632,18148,18613,18717
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,10248,10260,10246,10192,10098,10140,10393,10414,10381,10499,10446,10570,10720,10871,10775
전남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,5436,5509,5561,5585,5727,5881,6105,6294,6325,6532,6772,7062,7428,7742,7942
경북,전체 산업,계,180990,183388,183406,184151,186690,193361,199544,205730,213809,218795,222536,226079,232030,236807,242103
경북,전체 산업,남자,109939,110914,110577,110653,111849,115357,118683,122737,128052,131222,132788,134450,137933,140807,144267
경북,전체 산업,여자,71051,72474,72829,73498,74841,78004,80861,82993,85757,87573,89748,91629,94097,96000,97836
경북,"농업, 임업 및 어업(01~03)",계,239,245,239,279,281,282,282,332,365,376,419,448,501,524,665
경북,"농업, 임업 및 어업(01~03)",남자,232,238,231,264,255,252,249,291,319,334,367,393,438,458,572
경북,"농업, 임업 및 어업(01~03)",여자,7,7,8,15,26,30,33,41,46,42,52,55,63,66,93
경북,광업(05~08),계,104,107,103,120,118,124,118,123,139,146,143,150,143,141,124
경북,광업(05~08),남자,93,96,91,100,99,105,103,105,119,129,122,124,122,112,97
경북,광업(05~08),여자,11,11,12,20,19,19,15,18,20,17,21,26,21,29,27
경북,제조업(10~34),계,18960,19253,19217,19495,19974,20952,22353,23994,26346,27756,28346,28663,29217,29986,30522
경북,제조업(10~34),남자,15393,15527,15435,15627,15972,16724,17785,18949,20666,21732,22090,22233,22644,23149,23383
경북,제조업(10~34),여자,3567,3726,3782,3868,4002,4228,4568,5045,5680,6024,6256,6430,6573,6837,7139
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",계,78,78,80,85,82,96,96,101,123,123,152,189,248,310,531
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,78,78,80,82,80,93,94,99,118,113,133,153,206,242,386
경북,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,-,-,-,3,2,3,2,2,5,10,19,36,42,68,145
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,489,518,522,539,579,635,703,777,847,880,869,864,941,974,982
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,440,457,457,474,512,566,617,675,732,758,736,730,778,803,806
경북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,49,61,65,65,67,69,86,102,115,122,133,134,163,171,176
경북,건설업(41~42),계,5842,6020,6060,6100,6222,6789,7247,8085,8918,9350,9523,9564,9958,10360,10963
경북,건설업(41~42),남자,5238,5366,5342,5278,5289,5723,6046,6650,7225,7484,7606,7618,7823,8086,8440
경북,건설업(41~42),여자,604,654,718,822,933,1066,1201,1435,1693,1866,1917,1946,2135,2274,2523
경북,도매 및 소매업(45~47),계,46484,46789,46392,46115,46758,48128,49568,50862,52817,54865,54806,55060,55670,56514,57083
경북,도매 및 소매업(45~47),남자,27591,27532,27217,26843,27031,27598,28301,29045,30440,31592,31425,31590,31914,32415,32892
경북,도매 및 소매업(45~47),여자,18893,19257,19175,19272,19727,20530,21267,21817,22377,23273,23381,23470,23756,24099,24191
경북,운수 및 창고업(49~52),계,15356,15480,15494,15761,15592,16396,16380,16667,17126,17456,17323,18102,19092,19435,20801
경북,운수 및 창고업(49~52),남자,14760,14823,14771,14987,14911,15564,15379,15625,15877,16173,16077,16755,17608,17882,19040
경북,운수 및 창고업(49~52),여자,596,657,723,774,681,832,1001,1042,1249,1283,1246,1347,1484,1553,1761
경북,숙박 및 음식점업(55~56),계,42223,42500,42317,42183,42389,43488,44483,45252,46270,46790,47424,48040,49681,50490,52562
경북,숙박 및 음식점업(55~56),남자,12816,12950,12939,13047,13231,13539,13986,14539,15106,15493,15794,16034,17010,17486,18647
경북,숙박 및 음식점업(55~56),여자,29407,29550,29378,29136,29158,29949,30497,30713,31164,31297,31630,32006,32671,33004,33915
경북,정보통신업(58~63),계,862,881,862,835,857,907,976,991,1053,1054,1123,1149,1173,1234,1279
경북,정보통신업(58~63),남자,728,736,723,693,699,725,784,787,835,842,888,898,934,993,1011
경북,정보통신업(58~63),여자,134,145,139,142,158,182,192,204,218,212,235,251,239,241,268
경북,금융 및 보험업(64~66),계,2146,2167,2165,2216,2233,2292,2321,2329,2295,2291,2326,2328,2316,2293,2268
경북,금융 및 보험업(64~66),남자,1984,2001,2011,2033,2052,2086,2079,2071,2044,2046,2037,1997,1958,1927,1956
경북,금융 및 보험업(64~66),여자,162,166,154,183,181,206,242,258,251,245,289,331,358,366,312
경북,부동산업(68),계,2884,3046,3087,3145,3227,3432,3668,3853,4294,4514,5068,5411,5594,5676,5763
경북,부동산업(68),남자,2436,2502,2514,2532,2528,2646,2781,2869,3112,3199,3497,3667,3757,3824,3828
경북,부동산업(68),여자,448,544,573,613,699,786,887,984,1182,1315,1571,1744,1837,1852,1935
경북,"전문, 과학 및 기술 서비스업(70~73)",계,2225,2325,2351,2311,2389,2590,2775,3023,3253,3383,3546,3583,3849,4074,4274
경북,"전문, 과학 및 기술 서비스업(70~73)",남자,2010,2110,2133,2089,2138,2301,2455,2685,2878,2988,3120,3135,3327,3484,3628
경북,"전문, 과학 및 기술 서비스업(70~73)",여자,215,215,218,222,251,289,320,338,375,395,426,448,522,590,646
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,1794,1830,1792,1831,1941,2216,2427,2701,3034,3193,3342,3311,3408,3647,3638
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,1303,1353,1355,1389,1486,1704,1850,2027,2267,2355,2458,2430,2479,2672,2629
경북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,491,477,437,442,455,512,577,674,767,838,884,881,929,975,1009
경북,"공공행정, 국방 및 사회보장 행정(84)",계,1272,1276,1240,1212,1229,1236,1244,1249,1240,1296,1302,1302,1304,1302,1270
경북,"공공행정, 국방 및 사회보장 행정(84)",남자,1253,1255,1223,1193,1202,1204,1214,1223,1202,1240,1241,1235,1219,1215,1189
경북,"공공행정, 국방 및 사회보장 행정(84)",여자,19,21,17,19,27,32,30,26,38,56,61,67,85,87,81
경북,교육 서비스업(85),계,8893,9160,9250,9321,9370,9544,9491,9469,9463,9395,9485,9532,9757,9955,9673
경북,교육 서비스업(85),남자,4333,4438,4414,4411,4557,4567,4552,4554,4498,4399,4393,4378,4374,4391,4192
경북,교육 서비스업(85),여자,4560,4722,4836,4910,4813,4977,4939,4915,4965,4996,5092,5154,5383,5564,5481
경북,보건업 및 사회복지 서비스업(86~87),계,4301,4530,4882,5137,5656,6016,6556,6800,7088,6974,7466,7690,7774,7959,7758
경북,보건업 및 사회복지 서비스업(86~87),남자,2779,2853,3007,3110,3341,3440,3567,3666,3846,3870,4092,4161,4207,4299,4369
경북,보건업 및 사회복지 서비스업(86~87),여자,1522,1677,1875,2027,2315,2576,2989,3134,3242,3104,3374,3529,3567,3660,3389
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,5120,5177,5282,5318,5297,5435,5465,5536,5564,5322,5869,6191,6344,6492,6268
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,3029,3077,3157,3132,3081,3111,3124,3161,3169,3014,3313,3506,3564,3675,3531
경북,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,2091,2100,2125,2186,2216,2324,2341,2375,2395,2308,2556,2685,2780,2817,2737
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,21718,22006,22071,22148,22496,22803,23391,23586,23574,23631,24004,24502,25060,25441,25679
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,13443,13522,13477,13369,13385,13409,13717,13716,13599,13461,13399,13413,13571,13694,13671
경북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,8275,8484,8594,8779,9111,9394,9674,9870,9975,10170,10605,11089,11489,11747,12008
경남,전체 산업,계,213137,216280,218683,221507,224640,230794,242121,248911,258710,262947,268902,274490,281685,286752,294973
경남,전체 산업,남자,126404,127938,128910,129618,131271,133358,140804,144433,151442,154431,156659,158716,162641,165588,170859
경남,전체 산업,여자,86733,88342,89773,91889,93369,97436,101317,104478,107268,108516,112243,115774,119044,121164,124114
경남,"농업, 임업 및 어업(01~03)",계,180,189,192,211,196,212,214,255,297,315,316,336,366,395,495
경남,"농업, 임업 및 어업(01~03)",남자,176,184,184,200,185,197,196,233,271,281,279,297,327,356,424
경남,"농업, 임업 및 어업(01~03)",여자,4,5,8,11,11,15,18,22,26,34,37,39,39,39,71
경남,광업(05~08),계,68,61,61,67,59,59,63,67,85,92,94,89,85,87,81
경남,광업(05~08),남자,61,54,56,61,54,54,55,60,77,84,86,81,72,73,67
경남,광업(05~08),여자,7,7,5,6,5,5,8,7,8,8,8,8,13,14,14
경남,제조업(10~34),계,25501,26185,26222,26413,27017,28770,30987,32103,34543,36504,36679,36668,37048,38352,39325
경남,제조업(10~34),남자,21115,21601,21609,21612,22103,23406,25200,25975,27855,29487,29624,29435,29579,30423,30883
경남,제조업(10~34),여자,4386,4584,4613,4801,4914,5364,5787,6128,6688,7017,7055,7233,7469,7929,8442
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",계,70,70,67,76,74,69,82,84,103,119,132,157,203,291,379
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,69,68,66,72,71,66,76,78,94,107,111,123,156,227,290
경남,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,1,2,1,4,3,3,6,6,9,12,21,34,47,64,89
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,467,496,511,515,558,626,695,732,788,837,786,799,869,916,944
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,411,436,454,454,490,542,589,615,654,684,649,651,708,757,777
경남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,56,60,57,61,68,84,106,117,134,153,137,148,161,159,167
경남,건설업(41~42),계,6564,6774,6837,6940,6972,7549,7915,8562,9522,9560,9876,9973,10157,10495,11187
경남,건설업(41~42),남자,5770,5905,5888,5909,5842,6270,6575,7013,7721,7655,7888,7979,8050,8286,8672
경남,건설업(41~42),여자,794,869,949,1031,1130,1279,1340,1549,1801,1905,1988,1994,2107,2209,2515
경남,도매 및 소매업(45~47),계,53498,53725,54009,54235,54610,55928,58322,60091,62170,64065,64408,65162,65898,66322,67608
경남,도매 및 소매업(45~47),남자,29882,29938,29953,29844,29969,30462,31699,32468,34030,35292,35164,35381,35600,36014,37133
경남,도매 및 소매업(45~47),여자,23616,23787,24056,24391,24641,25466,26623,27623,28140,28773,29244,29781,30298,30308,30475
경남,운수 및 창고업(49~52),계,17472,17523,17704,17665,17612,15823,18654,19281,20431,20293,20703,20856,22229,22275,23439
경남,운수 및 창고업(49~52),남자,16729,16776,16855,16730,16781,14898,17459,17976,19040,18928,19206,19241,20536,20536,21401
경남,운수 및 창고업(49~52),여자,743,747,849,935,831,925,1195,1305,1391,1365,1497,1615,1693,1739,2038
경남,숙박 및 음식점업(55~56),계,48894,49214,49602,50325,50786,52432,53301,54663,56007,56405,58145,59762,61806,62642,65811
경남,숙박 및 음식점업(55~56),남자,14325,14422,14840,15270,15754,16290,16527,17247,17969,18404,19220,20027,21230,21695,23394
경남,숙박 및 음식점업(55~56),여자,34569,34792,34762,35055,35032,36142,36774,37416,38038,38001,38925,39735,40576,40947,42417
경남,정보통신업(58~63),계,902,904,890,898,916,970,1053,1060,1110,1114,1121,1163,1164,1250,1365
경남,정보통신업(58~63),남자,756,766,748,756,775,802,863,872,895,904,893,927,912,970,1051
경남,정보통신업(58~63),여자,146,138,142,142,141,168,190,188,215,210,228,236,252,280,314
경남,금융 및 보험업(64~66),계,2435,2492,2534,2596,2630,2724,2731,2728,2727,2739,2772,2849,2827,2790,2730
경남,금융 및 보험업(64~66),남자,2204,2255,2282,2325,2344,2398,2373,2350,2345,2352,2342,2379,2345,2288,2298
경남,금융 및 보험업(64~66),여자,231,237,252,271,286,326,358,378,382,387,430,470,482,502,432
경남,부동산업(68),계,4939,5124,5277,5440,5672,6128,6443,6742,7310,7594,8542,9130,9275,9254,9422
경남,부동산업(68),남자,3978,4063,4092,4150,4134,4357,4576,4704,4983,5006,5507,5827,5865,5869,5828
경남,부동산업(68),여자,961,1061,1185,1290,1538,1771,1867,2038,2327,2588,3035,3303,3410,3385,3594
경남,"전문, 과학 및 기술 서비스업(70~73)",계,2838,2973,3043,3180,3309,3659,3972,4130,4483,4734,4807,4793,5183,5563,5885
경남,"전문, 과학 및 기술 서비스업(70~73)",남자,2586,2698,2741,2863,2962,3267,3530,3642,3937,4152,4195,4174,4482,4732,4946
경남,"전문, 과학 및 기술 서비스업(70~73)",여자,252,275,302,317,347,392,442,488,546,582,612,619,701,831,939
경남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,2361,2425,2416,2445,2512,2817,3078,3320,3695,3728,3827,3857,4089,4385,4686
경남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,1678,1724,1721,1751,1808,2031,2215,2372,2667,2679,2731,2732,2887,3097,3339
경남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,683,701,695,694,704,786,863,948,1028,1049,1096,1125,1202,1288,1347
경남,"공공행정, 국방 및 사회보장 행정(84)",계,1038,1024,1004,1002,1029,1035,1047,1059,1066,1066,1066,1060,1058,1067,1052
경남,"공공행정, 국방 및 사회보장 행정(84)",남자,1020,1005,979,978,997,1001,1005,1017,1029,1011,1012,1010,1006,1007,995
경남,"공공행정, 국방 및 사회보장 행정(84)",여자,18,19,25,24,32,34,42,42,37,55,54,50,52,60,57
경남,교육 서비스업(85),계,11159,11561,11947,12198,12320,12595,12635,12612,12587,12452,12741,13085,13372,13659,13494
경남,교육 서비스업(85),남자,5041,5149,5278,5337,5456,5523,5492,5448,5423,5312,5336,5405,5467,5454,5345
경남,교육 서비스업(85),여자,6118,6412,6669,6861,6864,7072,7143,7164,7164,7140,7405,7680,7905,8205,8149
경남,보건업 및 사회복지 서비스업(86~87),계,5211,5622,6056,6588,7309,7763,8382,8630,8888,8578,9108,9340,9498,9627,9418
경남,보건업 및 사회복지 서비스업(86~87),남자,3213,3388,3521,3631,3822,3925,4099,4222,4385,4396,4556,4658,4705,4830,5039
경남,보건업 및 사회복지 서비스업(86~87),여자,1998,2234,2535,2957,3487,3838,4283,4408,4503,4182,4552,4682,4793,4797,4379
경남,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,6296,6251,6314,6299,6196,6243,6303,6310,6339,6183,6804,7360,7492,7555,7309
경남,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,3536,3456,3518,3521,3510,3512,3521,3492,3530,3383,3717,4026,4111,4212,4114
경남,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,2760,2795,2796,2778,2686,2731,2782,2818,2809,2800,3087,3334,3381,3343,3195
경남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,23244,23667,23997,24414,24863,25392,26244,26482,26559,26569,26975,28051,29066,29827,30343
경남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,13854,14050,14125,14154,14214,14357,14754,14649,14537,14314,14143,14363,14603,14762,14863
경남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,9390,9617,9872,10260,10649,11035,11490,11833,12022,12255,12832,13688,14463,15065,15480
제주,전체 산업,계,43609,44246,44307,45990,45830,47144,49252,51727,53897,55155,57791,60063,62871,66098,68491
제주,전체 산업,남자,25298,25579,25526,26420,26440,26903,27954,29249,30778,31319,33046,34018,35491,37093,38599
제주,전체 산업,여자,18311,18667,18781,19570,19390,20241,21298,22478,23119,23836,24745,26045,27380,29005,29892
제주,"농업, 임업 및 어업(01~03)",계,476,449,418,424,374,374,360,387,407,396,382,359,368,370,400
제주,"농업, 임업 및 어업(01~03)",남자,445,419,394,391,338,336,317,334,341,325,319,302,308,312,329
제주,"농업, 임업 및 어업(01~03)",여자,31,30,24,33,36,38,43,53,66,71,63,57,60,58,71
제주,광업(05~08),계,11,13,16,16,15,15,14,12,11,16,13,13,11,12,10
제주,광업(05~08),남자,11,13,16,15,13,13,11,10,8,12,10,8,8,8,8
제주,광업(05~08),여자,-,-,-,1,2,2,3,2,3,4,3,5,3,4,2
제주,제조업(10~34),계,2079,2082,2077,2133,2067,2106,2202,2285,2355,2449,2425,2418,2556,2658,2703
제주,제조업(10~34),남자,1514,1509,1486,1518,1475,1508,1573,1626,1671,1718,1719,1701,1770,1833,1830
제주,제조업(10~34),여자,565,573,591,615,592,598,629,659,684,731,706,717,786,825,873
제주,"전기, 가스, 증기 및 공기조절 공급업(35)",계,16,14,16,17,19,20,18,20,21,21,28,31,43,53,58
제주,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,16,14,16,15,19,20,18,19,20,18,24,29,39,48,49
제주,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,-,-,-,2,-,-,-,1,1,3,4,2,4,5,9
제주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,64,69,70,75,76,80,77,80,99,98,111,112,104,116,120
제주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,60,65,62,67,67,71,69,73,82,89,97,94,87,94,99
제주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,4,4,8,8,9,9,8,7,17,9,14,18,17,22,21
제주,건설업(41~42),계,1212,1266,1255,1352,1342,1446,1569,1817,2069,2313,2545,2534,2601,2538,2709
제주,건설업(41~42),남자,1044,1079,1056,1119,1094,1168,1244,1435,1640,1810,1998,1983,1984,1924,2018
제주,건설업(41~42),여자,168,187,199,233,248,278,325,382,429,503,547,551,617,614,691
제주,도매 및 소매업(45~47),계,11501,11605,11563,11867,11872,12253,12828,13456,13799,14109,14113,14383,14679,15252,15561
제주,도매 및 소매업(45~47),남자,5652,5657,5670,5841,5882,6047,6358,6696,6994,7147,7159,7270,7474,7771,8005
제주,도매 및 소매업(45~47),여자,5849,5948,5893,6026,5990,6206,6470,6760,6805,6962,6954,7113,7205,7481,7556
제주,운수 및 창고업(49~52),계,5656,5703,5688,5796,5805,5784,5835,5820,5866,5206,5769,5810,5824,6156,6325
제주,운수 및 창고업(49~52),남자,5477,5510,5490,5548,5600,5524,5570,5553,5581,5032,5548,5548,5546,5828,5983
제주,운수 및 창고업(49~52),여자,179,193,198,248,205,260,265,267,285,174,221,262,278,328,342
제주,숙박 및 음식점업(55~56),계,10337,10468,10502,10931,10815,11165,11778,12659,13579,14515,15567,17006,18498,19822,21083
제주,숙박 및 음식점업(55~56),남자,3483,3523,3539,3733,3727,3865,4086,4448,5022,5556,6154,6854,7670,8276,8981
제주,숙박 및 음식점업(55~56),여자,6854,6945,6963,7198,7088,7300,7692,8211,8557,8959,9413,10152,10828,11546,12102
제주,정보통신업(58~63),계,190,193,185,201,223,239,259,277,299,312,337,325,339,359,407
제주,정보통신업(58~63),남자,164,162,156,165,188,196,206,216,240,253,261,248,256,263,304
제주,정보통신업(58~63),여자,26,31,29,36,35,43,53,61,59,59,76,77,83,96,103
제주,금융 및 보험업(64~66),계,568,579,599,620,614,630,646,650,653,645,664,657,653,653,646
제주,금융 및 보험업(64~66),남자,533,536,553,570,563,574,576,570,574,558,576,568,546,552,561
제주,금융 및 보험업(64~66),여자,35,43,46,50,51,56,70,80,79,87,88,89,107,101,85
제주,부동산업(68),계,706,707,660,658,695,744,827,955,1164,1387,1749,1991,2099,2152,2198
제주,부동산업(68),남자,604,601,547,533,556,587,646,737,868,1012,1239,1395,1447,1435,1438
제주,부동산업(68),여자,102,106,113,125,139,157,181,218,296,375,510,596,652,717,760
제주,"전문, 과학 및 기술 서비스업(70~73)",계,583,602,618,653,668,706,770,866,940,974,1098,1119,1218,1373,1486
제주,"전문, 과학 및 기술 서비스업(70~73)",남자,537,552,558,576,598,628,692,760,820,843,935,947,1023,1122,1184
제주,"전문, 과학 및 기술 서비스업(70~73)",여자,46,50,60,77,70,78,78,106,120,131,163,172,195,251,302
제주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,935,970,935,1037,1088,1184,1280,1351,1504,1566,1622,1598,1642,1723,1775
제주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,667,708,679,781,815,879,943,992,1086,1123,1143,1097,1151,1178,1284
제주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,268,262,256,256,273,305,337,359,418,443,479,501,491,545,491
제주,"공공행정, 국방 및 사회보장 행정(84)",계,208,214,213,211,209,204,207,214,213,208,213,209,213,212,209
제주,"공공행정, 국방 및 사회보장 행정(84)",남자,201,207,203,198,197,191,194,204,201,197,200,198,203,196,195
제주,"공공행정, 국방 및 사회보장 행정(84)",여자,7,7,10,13,12,13,13,10,12,11,13,11,10,16,14
제주,교육 서비스업(85),계,2067,2162,2204,2344,2322,2395,2493,2541,2550,2555,2587,2584,2679,2851,2842
제주,교육 서비스업(85),남자,915,974,988,1032,1039,1029,1105,1119,1162,1123,1102,1092,1116,1150,1141
제주,교육 서비스업(85),여자,1152,1188,1216,1312,1283,1366,1388,1422,1388,1432,1485,1492,1563,1701,1701
제주,보건업 및 사회복지 서비스업(86~87),계,1138,1216,1288,1388,1471,1524,1608,1710,1788,1763,1835,1898,1956,2037,2019
제주,보건업 및 사회복지 서비스업(86~87),남자,661,712,738,777,801,806,829,867,903,929,975,1012,1050,1102,1134
제주,보건업 및 사회복지 서비스업(86~87),여자,477,504,550,611,670,718,779,843,885,834,860,886,906,935,885
제주,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,1305,1311,1366,1467,1393,1448,1479,1502,1497,1466,1555,1668,1801,1945,1998
제주,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,775,774,818,899,857,888,889,908,926,906,955,1007,1090,1171,1206
제주,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,530,537,548,568,536,560,590,594,571,560,600,661,711,774,792
제주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,4557,4623,4634,4800,4762,4827,5002,5125,5083,5156,5178,5348,5587,5816,5942
제주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,2539,2564,2557,2642,2611,2573,2628,2682,2639,2668,2632,2665,2723,2830,2850
제주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,2018,2059,2077,2158,2151,2254,2374,2443,2444,2488,2546,2683,2864,2986,3092
