"행정구역별","산업별","종사상지위별",2020,2021,2022,2023
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",34,52,71,59
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",7735,7966,7745,7538
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",287,286,289,295
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",6745,7108,7041,6825
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",643,547,397,379
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",60,25,18,39
"전남","건설업(41~42)","계",112334,103198,101571,108835
"전남","건설업(41~42)","자영업자,무급가족",17125,18393,19515,19523
"전남","건설업(41~42)","상용종사자",50622,51020,49388,52284
"전남","건설업(41~42)","임시 및 일용근로자",43587,32052,31159,35244
"전남","건설업(41~42)","기타종사자",1000,1733,1509,1784
"전남","도매 및 소매업(45~47)","계",107990,108380,106690,105727
"전남","도매 및 소매업(45~47)","자영업자,무급가족",57303,56504,55093,54492
"전남","도매 및 소매업(45~47)","상용종사자",37236,39391,39437,39590
"전남","도매 및 소매업(45~47)","임시 및 일용근로자",11112,9236,9237,8842
"전남","도매 및 소매업(45~47)","기타종사자",2339,3249,2923,2803
"전남","운수 및 창고업(49~52)","계",49900,52829,52322,52183
"전남","운수 및 창고업(49~52)","자영업자,무급가족",21920,22543,22811,22775
"전남","운수 및 창고업(49~52)","상용종사자",22214,21536,21451,21780
"전남","운수 및 창고업(49~52)","임시 및 일용근로자",1927,1644,1792,1579
"전남","운수 및 창고업(49~52)","기타종사자",3839,7106,6268,6049
"전남","숙박 및 음식점업(55~56)","계",76107,77372,80072,82873
"전남","숙박 및 음식점업(55~56)","자영업자,무급가족",47714,47347,47148,47323
"전남","숙박 및 음식점업(55~56)","상용종사자",15252,16866,18468,19129
"전남","숙박 및 음식점업(55~56)","임시 및 일용근로자",12871,12925,14226,16102
"전남","숙박 및 음식점업(55~56)","기타종사자",270,234,230,319
"전남","정보통신업(58~63)","계",8832,9276,9673,9594
"전남","정보통신업(58~63)","자영업자,무급가족",638,703,781,840
"전남","정보통신업(58~63)","상용종사자",7545,7801,8119,8061
"전남","정보통신업(58~63)","임시 및 일용근로자",453,472,509,473
"전남","정보통신업(58~63)","기타종사자",196,300,264,220
"전남","금융 및 보험업(64~66)","계",20490,20635,20386,20116
"전남","금융 및 보험업(64~66)","자영업자,무급가족",471,457,422,425
"전남","금융 및 보험업(64~66)","상용종사자",12458,12966,12603,12319
"전남","금융 및 보험업(64~66)","임시 및 일용근로자",650,487,475,233
"전남","금융 및 보험업(64~66)","기타종사자",6911,6725,6886,7139
"전남","부동산업(68)","계",13334,14034,14004,13503
"전남","부동산업(68)","자영업자,무급가족",2761,2804,3040,2888
"전남","부동산업(68)","상용종사자",9585,10145,10101,9842
"전남","부동산업(68)","임시 및 일용근로자",862,807,570,467
"전남","부동산업(68)","기타종사자",126,278,293,306
"전남","전문, 과학 및 기술 서비스업(70~73)","계",21105,22951,23279,24717
"전남","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",2862,2986,3002,3073
"전남","전문, 과학 및 기술 서비스업(70~73)","상용종사자",16759,18457,19105,20308
"전남","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",1393,1222,999,1142
"전남","전문, 과학 및 기술 서비스업(70~73)","기타종사자",91,286,173,194
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",27832,28732,26230,26727
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",2946,3079,2998,2899
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",19523,20355,18126,18233
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",4480,4308,3652,4026
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",883,990,1454,1569
"전남","공공행정, 국방 및 사회보장 행정(84)","계",48623,50165,53967,58074
"전남","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"전남","공공행정, 국방 및 사회보장 행정(84)","상용종사자",41877,44015,46330,46848
"전남","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",6287,6087,7555,10917
"전남","공공행정, 국방 및 사회보장 행정(84)","기타종사자",459,63,82,309
"전남","교육 서비스업(85)","계",55200,55766,56496,56309
"전남","교육 서비스업(85)","자영업자,무급가족",5806,5864,6016,6306
"전남","교육 서비스업(85)","상용종사자",42883,43552,43947,42521
"전남","교육 서비스업(85)","임시 및 일용근로자",4670,4217,4182,4541
"전남","교육 서비스업(85)","기타종사자",1841,2133,2351,2941
"전남","보건업 및 사회복지 서비스업(86~87)","계",90452,93974,96420,103727
"전남","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",2349,2338,2448,2451
"전남","보건업 및 사회복지 서비스업(86~87)","상용종사자",75491,80238,80224,84299
"전남","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",10476,9130,9508,11082
"전남","보건업 및 사회복지 서비스업(86~87)","기타종사자",2136,2268,4240,5895
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","계",15256,15737,16486,17257
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",4512,4401,4539,4431
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",6486,6937,7136,7336
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",2318,2049,2220,2467
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",1940,2350,2591,3023
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",33827,34817,34641,36592
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",14858,14682,14783,15047
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",15096,15259,15844,15673
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",2039,1619,1479,1449
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",1834,3257,2535,4423
"경북","전체 산업","계",1225829,1234314,1255587,1263352
"경북","전체 산업","자영업자,무급가족",304663,305314,309485,307218
"경북","전체 산업","상용종사자",742144,764360,778237,784679
"경북","전체 산업","임시 및 일용근로자",145596,126032,124921,131502
"경북","전체 산업","기타종사자",33426,38608,42944,39953
"경북","농업, 임업 및 어업(01~03)","계",6749,6693,7384,7209
"경북","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"경북","농업, 임업 및 어업(01~03)","상용종사자",5514,5460,5912,5772
"경북","농업, 임업 및 어업(01~03)","임시 및 일용근로자",1080,1067,1260,1250
"경북","농업, 임업 및 어업(01~03)","기타종사자",155,166,212,187
"경북","광업(05~08)","계",1258,1344,1299,1130
"경북","광업(05~08)","자영업자,무급가족",47,42,39,31
"경북","광업(05~08)","상용종사자",1111,1173,1158,1016
"경북","광업(05~08)","임시 및 일용근로자",97,126,94,80
"경북","광업(05~08)","기타종사자",3,3,8,3
"경북","제조업(10~34)","계",320531,315862,325945,320444
"경북","제조업(10~34)","자영업자,무급가족",33950,32096,32379,28566
"경북","제조업(10~34)","상용종사자",267513,267649,273968,274945
"경북","제조업(10~34)","임시 및 일용근로자",17732,14615,18464,15849
"경북","제조업(10~34)","기타종사자",1336,1502,1134,1084
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","계",15694,19240,20958,22051
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",7827,10947,12552,14303
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",7440,7816,8169,7602
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",387,361,184,66
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",40,116,53,80
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",10284,10567,10780,10688
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",610,563,603,559
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",9070,9380,9675,9654
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",569,592,472,446
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",35,32,30,29
"경북","건설업(41~42)","계",109357,100762,100530,101001
"경북","건설업(41~42)","자영업자,무급가족",24121,25720,27093,26938
"경북","건설업(41~42)","상용종사자",45575,46765,47955,48255
"경북","건설업(41~42)","임시 및 일용근로자",37960,26441,23739,23800
"경북","건설업(41~42)","기타종사자",1701,1836,1743,2008
"경북","도매 및 소매업(45~47)","계",146481,145410,144474,142835
"경북","도매 및 소매업(45~47)","자영업자,무급가족",78396,76935,76754,76407
"경북","도매 및 소매업(45~47)","상용종사자",49900,53789,52256,52115
"경북","도매 및 소매업(45~47)","임시 및 일용근로자",15329,10743,11913,11675
"경북","도매 및 소매업(45~47)","기타종사자",2856,3943,3551,2638
"경북","운수 및 창고업(49~52)","계",60823,61730,59884,62288
"경북","운수 및 창고업(49~52)","자영업자,무급가족",29970,31039,31478,32344
"경북","운수 및 창고업(49~52)","상용종사자",25170,24849,24266,24922
"경북","운수 및 창고업(49~52)","임시 및 일용근로자",2344,1164,1131,1985
"경북","운수 및 창고업(49~52)","기타종사자",3339,4678,3009,3037
"경북","숙박 및 음식점업(55~56)","계",109050,110114,114978,117020
"경북","숙박 및 음식점업(55~56)","자영업자,무급가족",71608,70103,70193,69734
"경북","숙박 및 음식점업(55~56)","상용종사자",21164,23552,25229,26638
"경북","숙박 및 음식점업(55~56)","임시 및 일용근로자",15833,16045,18942,20149
"경북","숙박 및 음식점업(55~56)","기타종사자",445,414,614,499
"경북","정보통신업(58~63)","계",9670,10028,10312,10390
"경북","정보통신업(58~63)","자영업자,무급가족",1072,1161,1275,1419
"경북","정보통신업(58~63)","상용종사자",7697,8135,8196,8252
"경북","정보통신업(58~63)","임시 및 일용근로자",635,545,646,532
"경북","정보통신업(58~63)","기타종사자",266,187,195,187
"경북","금융 및 보험업(64~66)","계",24783,24559,24342,24138
"경북","금융 및 보험업(64~66)","자영업자,무급가족",858,820,763,736
"경북","금융 및 보험업(64~66)","상용종사자",14914,15171,14463,15149
"경북","금융 및 보험업(64~66)","임시 및 일용근로자",1054,686,384,466
"경북","금융 및 보험업(64~66)","기타종사자",7957,7882,8732,7787
"경북","부동산업(68)","계",19285,21684,21173,19947
"경북","부동산업(68)","자영업자,무급가족",5278,5460,5473,5319
"경북","부동산업(68)","상용종사자",12447,14726,14133,13320
"경북","부동산업(68)","임시 및 일용근로자",1091,878,755,625
"경북","부동산업(68)","기타종사자",469,620,812,683
"경북","전문, 과학 및 기술 서비스업(70~73)","계",34590,36026,34738,39105
"경북","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",4301,4310,4311,4311
"경북","전문, 과학 및 기술 서비스업(70~73)","상용종사자",27855,29238,28418,32740
"경북","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",2343,2257,1767,1828
"경북","전문, 과학 및 기술 서비스업(70~73)","기타종사자",91,221,242,226
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",35175,32475,33754,34209
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",4793,4752,4594,4464
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",21960,21892,23273,22993
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",7230,4815,4547,5320
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",1192,1016,1340,1432
"경북","공공행정, 국방 및 사회보장 행정(84)","계",57678,59531,61121,62358
"경북","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"경북","공공행정, 국방 및 사회보장 행정(84)","상용종사자",47113,48832,49902,49999
"경북","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",10349,10457,10980,11919
"경북","공공행정, 국방 및 사회보장 행정(84)","기타종사자",216,242,239,440
"경북","교육 서비스업(85)","계",82201,83737,85034,82638
"경북","교육 서비스업(85)","자영업자,무급가족",9551,9835,10146,10554
"경북","교육 서비스업(85)","상용종사자",62175,63225,64165,62706
"경북","교육 서비스업(85)","임시 및 일용근로자",7064,7942,7911,5958
"경북","교육 서비스업(85)","기타종사자",3411,2735,2812,3420
"경북","보건업 및 사회복지 서비스업(86~87)","계",116416,127371,130136,134791
"경북","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",3162,3146,3239,3202
"경북","보건업 및 사회복지 서비스업(86~87)","상용종사자",89437,95692,99504,101679
"경북","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",19040,22726,16995,24141
"경북","보건업 및 사회복지 서비스업(86~87)","기타종사자",4777,5807,10398,5769
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","계",18958,19756,20747,21795
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",6907,6566,6569,6543
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",7322,8114,8489,8353
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",3074,2638,2786,3437
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",1655,2438,2903,3462
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",46846,47425,47998,49315
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",22212,21819,22024,21788
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",18767,18902,19106,18569
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",2385,1934,1951,1976
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",3482,4770,4917,6982
"경남","전체 산업","계",1494560,1511931,1529668,1547788
"경남","전체 산업","자영업자,무급가족",367865,364390,367036,361576
"경남","전체 산업","상용종사자",923413,947682,964025,984122
"경남","전체 산업","임시 및 일용근로자",157845,141570,139087,140099
"경남","전체 산업","기타종사자",45437,58289,59520,61991
"경남","농업, 임업 및 어업(01~03)","계",5680,5833,5812,6363
"경남","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"경남","농업, 임업 및 어업(01~03)","상용종사자",3704,4014,4330,4355
"경남","농업, 임업 및 어업(01~03)","임시 및 일용근로자",1745,1698,1407,1863
"경남","농업, 임업 및 어업(01~03)","기타종사자",231,121,75,145
"경남","광업(05~08)","계",703,730,700,669
"경남","광업(05~08)","자영업자,무급가족",41,33,32,22
"경남","광업(05~08)","상용종사자",616,641,576,595
"경남","광업(05~08)","임시 및 일용근로자",43,50,84,52
"경남","광업(05~08)","기타종사자",3,6,8,0
"경남","제조업(10~34)","계",413775,406186,412666,413205
"경남","제조업(10~34)","자영업자,무급가족",43596,41323,42017,37360
"경남","제조업(10~34)","상용종사자",349963,345697,351460,358169
"경남","제조업(10~34)","임시 및 일용근로자",18270,17715,17546,16167
"경남","제조업(10~34)","기타종사자",1946,1451,1643,1509
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","계",8931,10479,11055,11753
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",4123,5485,6042,7108
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",4715,4869,4958,4508
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",64,108,32,81
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",29,17,23,56
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",10531,11100,11483,11128
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",617,599,624,588
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",9325,9982,10322,10069
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",557,446,457,431
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",32,73,80,40
"경남","건설업(41~42)","계",114138,107617,103858,103502
"경남","건설업(41~42)","자영업자,무급가족",25239,26293,27318,27072
"경남","건설업(41~42)","상용종사자",49528,51327,51751,52184
"경남","건설업(41~42)","임시 및 일용근로자",37685,27472,22486,21730
"경남","건설업(41~42)","기타종사자",1686,2525,2303,2516
"경남","도매 및 소매업(45~47)","계",184892,185680,183450,179320
"경남","도매 및 소매업(45~47)","자영업자,무급가족",93909,92319,91577,90414
"경남","도매 및 소매업(45~47)","상용종사자",68174,73147,72486,71185
"경남","도매 및 소매업(45~47)","임시 및 일용근로자",17810,13934,13836,13160
"경남","도매 및 소매업(45~47)","기타종사자",4999,6280,5551,4561
"경남","운수 및 창고업(49~52)","계",71495,80884,79646,85204
"경남","운수 및 창고업(49~52)","자영업자,무급가족",32736,34254,34822,36632
"경남","운수 및 창고업(49~52)","상용종사자",32130,33883,33628,35643
"경남","운수 및 창고업(49~52)","임시 및 일용근로자",2608,2207,3294,5031
"경남","운수 및 창고업(49~52)","기타종사자",4021,10540,7902,7898
"경남","숙박 및 음식점업(55~56)","계",139158,140508,146388,148810
"경남","숙박 및 음식점업(55~56)","자영업자,무급가족",88508,86204,85855,84113
"경남","숙박 및 음식점업(55~56)","상용종사자",27296,30437,32592,35317
"경남","숙박 및 음식점업(55~56)","임시 및 일용근로자",22664,23442,27407,28510
"경남","숙박 및 음식점업(55~56)","기타종사자",690,425,534,870
"경남","정보통신업(58~63)","계",12261,12487,13071,13633
"경남","정보통신업(58~63)","자영업자,무급가족",1345,1487,1589,1810
"경남","정보통신업(58~63)","상용종사자",9912,10002,10087,10637
"경남","정보통신업(58~63)","임시 및 일용근로자",737,692,1007,999
"경남","정보통신업(58~63)","기타종사자",267,306,388,187
"경남","금융 및 보험업(64~66)","계",34682,35290,34298,35492
"경남","금융 및 보험업(64~66)","자영업자,무급가족",909,899,829,829
"경남","금융 및 보험업(64~66)","상용종사자",19833,20327,19582,19546
"경남","금융 및 보험업(64~66)","임시 및 일용근로자",703,546,471,536
"경남","금융 및 보험업(64~66)","기타종사자",13237,13518,13416,14581
"경남","부동산업(68)","계",32320,34340,33570,32666
"경남","부동산업(68)","자영업자,무급가족",8058,7865,7833,7618
"경남","부동산업(68)","상용종사자",21623,23677,23402,23063
"경남","부동산업(68)","임시 및 일용근로자",1991,1756,1373,1061
"경남","부동산업(68)","기타종사자",648,1042,962,924
"경남","전문, 과학 및 기술 서비스업(70~73)","계",42961,42846,43951,44873
"경남","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",7128,6973,7055,7122
"경남","전문, 과학 및 기술 서비스업(70~73)","상용종사자",32516,33160,34410,35450
"경남","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",3080,2486,2238,1913
"경남","전문, 과학 및 기술 서비스업(70~73)","기타종사자",237,227,248,388
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",44898,44220,45789,46599
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",7430,6699,6429,5878
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",27725,29634,30860,34151
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",7545,6151,6362,4200
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",2198,1736,2138,2370
"경남","공공행정, 국방 및 사회보장 행정(84)","계",57130,59843,62228,63563
"경남","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"경남","공공행정, 국방 및 사회보장 행정(84)","상용종사자",47778,47750,50548,50348
"경남","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",9231,12029,11613,13127
"경남","공공행정, 국방 및 사회보장 행정(84)","기타종사자",121,64,67,88
"경남","교육 서비스업(85)","계",98206,100290,101584,100994
"경남","교육 서비스업(85)","자영업자,무급가족",14455,14793,15309,15655
"경남","교육 서비스업(85)","상용종사자",72462,72501,73138,72642
"경남","교육 서비스업(85)","임시 및 일용근로자",8286,9249,7741,8091
"경남","교육 서비스업(85)","기타종사자",3003,3747,5396,4606
"경남","보건업 및 사회복지 서비스업(86~87)","계",142572,151573,156520,165589
"경남","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",4282,4357,4509,4477
"경남","보건업 및 사회복지 서비스업(86~87)","상용종사자",115022,123325,126045,132588
"경남","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",18002,15636,15131,17085
"경남","보건업 및 사회복지 서비스업(86~87)","기타종사자",5266,8255,10835,11439
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","계",22653,23322,25109,25298
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",8080,7715,7790,7617
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",8691,9300,9882,10069
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",3325,3035,3792,3794
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",2557,3272,3645,3818
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",57574,58703,58490,59127
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",27409,27092,27406,27261
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",22400,24009,23968,23603
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",3499,2918,2810,2268
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",4266,4684,4306,5995
"제주","전체 산업","계",318891,323316,320419,328773
"제주","전체 산업","자영업자,무급가족",88816,89896,89382,89811
"제주","전체 산업","상용종사자",176569,182321,181496,189428
"제주","전체 산업","임시 및 일용근로자",45682,40700,38769,38965
"제주","전체 산업","기타종사자",7824,10399,10772,10569
"제주","농업, 임업 및 어업(01~03)","계",3981,4093,3504,3517
"제주","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"제주","농업, 임업 및 어업(01~03)","상용종사자",2626,2590,2731,2601
"제주","농업, 임업 및 어업(01~03)","임시 및 일용근로자",1259,1342,727,872
"제주","농업, 임업 및 어업(01~03)","기타종사자",96,161,46,44
"제주","광업(05~08)","계",191,185,164,161
"제주","광업(05~08)","자영업자,무급가족",1,2,1,3
"제주","광업(05~08)","상용종사자",189,161,152,141
"제주","광업(05~08)","임시 및 일용근로자",1,22,11,17
"제주","광업(05~08)","기타종사자",0,0,0,0
"제주","제조업(10~34)","계",13851,13819,13561,12966
"제주","제조업(10~34)","자영업자,무급가족",3477,3352,3283,2855
"제주","제조업(10~34)","상용종사자",9122,9207,9308,9339
"제주","제조업(10~34)","임시 및 일용근로자",1162,1121,859,683
"제주","제조업(10~34)","기타종사자",90,139,111,89
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","계",2214,2436,2377,2496
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",954,996,942,978
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",1196,1383,1420,1498
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",61,45,14,15
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",3,12,1,5
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",1459,1530,1493,1284
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",96,97,95,97
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",1129,1154,1255,1044
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",233,246,135,122
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",1,33,8,21
"제주","건설업(41~42)","계",34111,32815,29865,29094
"제주","건설업(41~42)","자영업자,무급가족",7183,7386,7483,7448
"제주","건설업(41~42)","상용종사자",14548,15359,15340,15278
"제주","건설업(41~42)","임시 및 일용근로자",12279,9828,6944,6241
"제주","건설업(41~42)","기타종사자",101,242,98,127
"제주","도매 및 소매업(45~47)","계",49822,50976,49569,48997
"제주","도매 및 소매업(45~47)","자영업자,무급가족",22448,22566,21911,21975
"제주","도매 및 소매업(45~47)","상용종사자",20156,21969,21434,21244
"제주","도매 및 소매업(45~47)","임시 및 일용근로자",6623,5494,5390,5178
"제주","도매 및 소매업(45~47)","기타종사자",595,947,834,600
"제주","운수 및 창고업(49~52)","계",17701,17415,17114,19321
"제주","운수 및 창고업(49~52)","자영업자,무급가족",7454,7670,7800,8037
"제주","운수 및 창고업(49~52)","상용종사자",8511,8428,8135,9635
"제주","운수 및 창고업(49~52)","임시 및 일용근로자",1266,853,591,1074
"제주","운수 및 창고업(49~52)","기타종사자",470,464,588,575
"제주","숙박 및 음식점업(55~56)","계",55453,58120,60073,61124
"제주","숙박 및 음식점업(55~56)","자영업자,무급가족",28282,28566,28562,28408
"제주","숙박 및 음식점업(55~56)","상용종사자",17806,20132,21381,23299
"제주","숙박 및 음식점업(55~56)","임시 및 일용근로자",9191,9025,9900,9050
"제주","숙박 및 음식점업(55~56)","기타종사자",174,397,230,367
"제주","정보통신업(58~63)","계",7000,6168,5622,5774
"제주","정보통신업(58~63)","자영업자,무급가족",493,551,592,629
"제주","정보통신업(58~63)","상용종사자",6240,5235,4602,4841
"제주","정보통신업(58~63)","임시 및 일용근로자",237,325,361,246
"제주","정보통신업(58~63)","기타종사자",30,57,67,58
"제주","금융 및 보험업(64~66)","계",9390,8940,8830,8572
"제주","금융 및 보험업(64~66)","자영업자,무급가족",229,255,240,248
"제주","금융 및 보험업(64~66)","상용종사자",6308,5587,5644,5729
"제주","금융 및 보험업(64~66)","임시 및 일용근로자",126,131,84,153
"제주","금융 및 보험업(64~66)","기타종사자",2727,2967,2862,2442
"제주","부동산업(68)","계",8007,7031,7117,6823
"제주","부동산업(68)","자영업자,무급가족",2219,2164,2164,2187
"제주","부동산업(68)","상용종사자",4899,4243,4341,4201
"제주","부동산업(68)","임시 및 일용근로자",802,403,393,228
"제주","부동산업(68)","기타종사자",87,221,219,207
"제주","전문, 과학 및 기술 서비스업(70~73)","계",10122,10346,10095,10330
"제주","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",2012,2127,2116,2239
"제주","전문, 과학 및 기술 서비스업(70~73)","상용종사자",6972,7214,6926,7125
"제주","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",1081,928,974,462
"제주","전문, 과학 및 기술 서비스업(70~73)","기타종사자",57,77,79,504
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",14735,15162,14043,15066
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",1791,1753,1612,1691
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",10701,11774,9011,11508
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",2119,1242,2576,1215
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",124,393,844,652
"제주","공공행정, 국방 및 사회보장 행정(84)","계",15385,16794,18125,20146
"제주","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"제주","공공행정, 국방 및 사회보장 행정(84)","상용종사자",13818,13973,14921,15809
"제주","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",1542,2811,3203,4311
"제주","공공행정, 국방 및 사회보장 행정(84)","기타종사자",25,10,1,26
